"X","Brand","Name","Sticker","Year","KM","Fuel","CV","Transmission","One_owner","Location","Length","Width","Height","Weight","Trunk","Tank","Vmax","X0to100","Consumption","Emissions","Keys_num","Extras_num","Price","Antiguitat","Ratio_Pot_Pes","Tram_KM","Preu_per_CV","Depreciacio_Anual","Preu_per_KM"
64,"Volvo","Volvo V40","C",2019,37284,"Diésel",120,"MANUAL","False","Valencia",4.37,1.8,1.44,1561,1032,"-",190,10.5,4.6,122,2,5,17500,6,0.076873798846893,"20k-50k",145.833333333333,2916.66666666667,0.469370239244716
65,"Peugeot","Peugeot 5008","C",2018,118305,"Diésel",130,"MANUAL","False","Sevilla",4.64,1.84,1.65,1365,1940,"-",191,12.7,4.2,109,2,5,20900,7,0.0952380952380952,"100k-200k",160.769230769231,2985.71428571429,0.176662017666202
66,"Opel","Opel Adam","C",2015,37863,"Gasolina",87,"MANUAL","True","Alicante",3.7,1.72,1.48,1135,663,"-",176,12.5,5,118,1,5,10450,10,0.0766519823788546,"20k-50k",120.114942528736,1045,0.275995034730476
67,"Citroën","Citroën Jumpy","C",2016,116162,"Diésel",115,"MANUAL","True","Girona",4.96,1.92,1.89,1571,NA,"-",160,5.2,137,NA,2,5,23900,9,0.0732017823042648,"100k-200k",207.826086956522,2655.55555555556,0.205747146226821
69,"Opel","Opel Astra","C",2018,56297,"Diésel",110,"MANUAL","False","Sevilla",4.37,1.81,1.49,1360,1210,"-",195,11,3.7,97,2,5,15990,7,0.0808823529411765,"50k-100k",145.363636363636,2284.28571428571,0.284029344370037
70,"BMW","BMW X4","C",2019,51220,"Diésel",190,"AUTO","True","Madrid",4.75,1.92,1.62,1815,1430,"-",213,8,5,132,2,5,39500,6,0.104683195592287,"50k-100k",207.894736842105,6583.33333333333,0.771183131589223
71,"Mini","Mini MINI","C",2018,86400,"Gasolina",136,"MANUAL","False","Barcelona",3.98,1.73,1.43,1235,941,"-",207,8.2,5.5,125,2,5,14990,7,0.110121457489879,"50k-100k",110.220588235294,2141.42857142857,0.17349537037037
72,"Renault","Renault Kadjar","C",2018,95877,"Diésel",130,"MANUAL","False","La Coruña",4.45,1.84,1.61,1415,1478,"-",190,9.9,4.3,113,2,5,19500,7,0.0918727915194346,"50k-100k",150,2785.71428571429,0.203385587784349
73,"Toyota","Toyota Yaris","ECO",2021,22594,"Híbrido",116,"AUTO","True","Madrid",3.94,1.75,1.5,1080,NA,"-",175,10.3,4.3,97,2,5,22490,4,0.107407407407407,"20k-50k",193.879310344828,5622.5,0.995397008055236
74,"Fiat","Fiat 500X","C",2016,73745,"Diésel",120,"MANUAL","False","Madrid",4.25,1.8,1.62,1320,1000,"-",186,10.5,4.1,109,2,5,13400,9,0.0909090909090909,"50k-100k",111.666666666667,1488.88888888889,0.181707234388772
75,"Dacia","Dacia Dokker","ECO",2020,125924,"GLP",109,"MANUAL","False","Madrid",4.36,1.75,1.81,1210,NA,"-",170,8.2,143,NA,2,3,13990,5,0.0900826446280992,"100k-200k",128.348623853211,2798,0.111098757981004
